"id"|"status"|"company_parking_lot_id"|"cms_created"|"cms_updated"
"150293"|"free"|"18"|"2019-03-11 17:30:10"|"2019-03-11 17:30:10"
"150294"|"free"|"67"|"2019-03-11 17:34:07"|"2019-03-11 17:34:07"
"150295"|"occupied"|"13"|"2019-03-11 17:36:06"|"2019-03-11 17:36:06"
"150296"|"free"|"49"|"2019-03-11 17:41:06"|"2019-03-11 17:41:06"
"150297"|"free"|"25"|"2019-03-11 17:42:06"|"2019-03-11 17:42:06"
"150298"|"free"|"50"|"2019-03-11 17:44:06"|"2019-03-11 17:44:06"
"150299"|"free"|"51"|"2019-03-11 17:44:06"|"2019-03-11 17:44:06"
"150300"|"free"|"20"|"2019-03-11 17:45:07"|"2019-03-11 17:45:07"
"150301"|"free"|"26"|"2019-03-11 17:48:05"|"2019-03-11 17:48:05"
"150302"|"free"|"34"|"2019-03-11 17:50:05"|"2019-03-11 17:50:05"
"150303"|"free"|"27"|"2019-03-11 18:10:06"|"2019-03-11 18:10:06"
"150304"|"occupied"|"47"|"2019-03-11 18:10:06"|"2019-03-11 18:10:06"
"150305"|"free"|"47"|"2019-03-11 18:11:08"|"2019-03-11 18:11:08"
"150306"|"free"|"6"|"2019-03-11 18:16:06"|"2019-03-11 18:16:06"
"150307"|"free"|"29"|"2019-03-11 18:19:07"|"2019-03-11 18:19:07"
"150308"|"free"|"52"|"2019-03-11 18:19:07"|"2019-03-11 18:19:07"
"150309"|"free"|"14"|"2019-03-11 18:26:06"|"2019-03-11 18:26:06"
"150310"|"free"|"61"|"2019-03-11 18:26:06"|"2019-03-11 18:26:06"
"150311"|"free"|"19"|"2019-03-11 18:28:05"|"2019-03-11 18:28:05"
"150312"|"free"|"15"|"2019-03-11 18:46:04"|"2019-03-11 18:46:04"
"150313"|"free"|"66"|"2019-03-11 18:50:06"|"2019-03-11 18:50:06"
"150315"|"free"|"57"|"2019-03-11 18:52:07"|"2019-03-11 18:52:07"
"150317"|"free"|"46"|"2019-03-11 19:21:05"|"2019-03-11 19:21:05"
"150320"|"free"|"63"|"2019-03-11 20:36:06"|"2019-03-11 20:36:06"
"150321"|"occupied"|"45"|"2019-03-11 20:55:05"|"2019-03-11 20:55:05"
"150322"|"free"|"45"|"2019-03-11 21:52:02"|"2019-03-11 21:52:02"
"150323"|"occupied"|"67"|"2019-03-12 06:24:05"|"2019-03-12 06:24:05"
"150324"|"occupied"|"43"|"2019-03-12 06:30:05"|"2019-03-12 06:30:05"
"150325"|"occupied"|"14"|"2019-03-12 06:48:04"|"2019-03-12 06:48:04"
"150326"|"occupied"|"74"|"2019-03-12 06:48:05"|"2019-03-12 06:48:05"
"150327"|"occupied"|"54"|"2019-03-12 06:50:05"|"2019-03-12 06:50:05"
"150328"|"occupied"|"15"|"2019-03-12 06:51:05"|"2019-03-12 06:51:05"
"150329"|"occupied"|"19"|"2019-03-12 07:00:05"|"2019-03-12 07:00:05"
"150330"|"occupied"|"60"|"2019-03-12 07:01:06"|"2019-03-12 07:01:06"
"150331"|"occupied"|"72"|"2019-03-12 07:04:06"|"2019-03-12 07:04:06"
"150332"|"occupied"|"32"|"2019-03-12 07:05:07"|"2019-03-12 07:05:07"
"150333"|"occupied"|"52"|"2019-03-12 07:10:05"|"2019-03-12 07:10:05"
"150335"|"occupied"|"82"|"2019-03-12 07:14:05"|"2019-03-12 07:14:05"
"150336"|"free"|"74"|"2019-03-12 07:16:06"|"2019-03-12 07:16:06"
"150337"|"occupied"|"57"|"2019-03-12 07:17:06"|"2019-03-12 07:17:06"
"150338"|"occupied"|"16"|"2019-03-12 07:22:05"|"2019-03-12 07:22:05"
"150339"|"occupied"|"71"|"2019-03-12 07:28:06"|"2019-03-12 07:28:06"
"150340"|"occupied"|"58"|"2019-03-12 07:29:07"|"2019-03-12 07:29:07"
"150341"|"occupied"|"61"|"2019-03-12 07:30:09"|"2019-03-12 07:30:09"
"150342"|"occupied"|"55"|"2019-03-12 07:39:05"|"2019-03-12 07:39:05"
"150343"|"occupied"|"75"|"2019-03-12 07:42:07"|"2019-03-12 07:42:07"
"150344"|"occupied"|"63"|"2019-03-12 07:52:05"|"2019-03-12 07:52:05"
"150345"|"occupied"|"76"|"2019-03-12 07:56:06"|"2019-03-12 07:56:06"
"150346"|"occupied"|"17"|"2019-03-12 07:57:06"|"2019-03-12 07:57:06"
"150348"|"occupied"|"59"|"2019-03-12 08:10:06"|"2019-03-12 08:10:06"
"150349"|"occupied"|"83"|"2019-03-12 08:16:06"|"2019-03-12 08:16:06"
"150350"|"occupied"|"88"|"2019-03-12 08:17:05"|"2019-03-12 08:17:05"
"150351"|"free"|"67"|"2019-03-12 08:18:07"|"2019-03-12 08:18:07"
"150352"|"occupied"|"47"|"2019-03-12 08:25:07"|"2019-03-12 08:25:07"
"150353"|"occupied"|"86"|"2019-03-12 08:26:07"|"2019-03-12 08:26:07"
"150354"|"occupied"|"74"|"2019-03-12 08:27:07"|"2019-03-12 08:27:07"
"150355"|"occupied"|"84"|"2019-03-12 08:28:07"|"2019-03-12 08:28:07"
"150356"|"free"|"74"|"2019-03-12 08:28:07"|"2019-03-12 08:28:07"
"150357"|"occupied"|"87"|"2019-03-12 08:30:06"|"2019-03-12 08:30:06"
"150358"|"occupied"|"22"|"2019-03-12 08:31:06"|"2019-03-12 08:31:06"
"150359"|"occupied"|"42"|"2019-03-12 08:32:05"|"2019-03-12 08:32:05"
"150360"|"occupied"|"50"|"2019-03-12 08:33:05"|"2019-03-12 08:33:05"
"150361"|"occupied"|"69"|"2019-03-12 08:34:07"|"2019-03-12 08:34:07"
"150362"|"occupied"|"23"|"2019-03-12 08:36:09"|"2019-03-12 08:36:09"
"150363"|"occupied"|"78"|"2019-03-12 08:36:09"|"2019-03-12 08:36:09"
"150364"|"occupied"|"62"|"2019-03-12 08:41:06"|"2019-03-12 08:41:06"
"150365"|"occupied"|"27"|"2019-03-12 08:47:06"|"2019-03-12 08:47:06"
"150366"|"occupied"|"79"|"2019-03-12 08:49:08"|"2019-03-12 08:49:08"
"150367"|"occupied"|"66"|"2019-03-12 08:51:07"|"2019-03-12 08:51:07"
"150368"|"occupied"|"49"|"2019-03-12 08:52:06"|"2019-03-12 08:52:06"
"150369"|"occupied"|"73"|"2019-03-12 08:55:07"|"2019-03-12 08:55:07"
"150370"|"occupied"|"90"|"2019-03-12 08:58:06"|"2019-03-12 08:58:06"
"150371"|"occupied"|"39"|"2019-03-12 09:02:04"|"2019-03-12 09:02:04"
"150372"|"occupied"|"24"|"2019-03-12 09:12:06"|"2019-03-12 09:12:06"
"150373"|"occupied"|"51"|"2019-03-12 09:15:07"|"2019-03-12 09:15:07"
"150374"|"occupied"|"51"|"2019-03-12 09:16:07"|"2019-03-12 09:16:07"
"150375"|"occupied"|"26"|"2019-03-12 09:20:07"|"2019-03-12 09:20:07"
"150376"|"free"|"84"|"2019-03-12 09:25:06"|"2019-03-12 09:25:06"
"150377"|"occupied"|"77"|"2019-03-12 09:25:06"|"2019-03-12 09:25:06"
"150378"|"occupied"|"44"|"2019-03-12 09:32:02"|"2019-03-12 09:32:02"
"150379"|"occupied"|"29"|"2019-03-12 09:40:05"|"2019-03-12 09:40:05"
"150380"|"occupied"|"4"|"2019-03-12 09:44:05"|"2019-03-12 09:44:05"
"150381"|"occupied"|"67"|"2019-03-12 09:45:10"|"2019-03-12 09:45:10"
"150382"|"occupied"|"40"|"2019-03-12 09:46:05"|"2019-03-12 09:46:05"
"150384"|"occupied"|"3"|"2019-03-12 09:55:02"|"2019-03-12 09:55:02"
"150385"|"occupied"|"56"|"2019-03-12 10:00:08"|"2019-03-12 10:00:08"
"150386"|"occupied"|"36"|"2019-03-12 10:01:06"|"2019-03-12 10:01:06"
"150387"|"free"|"44"|"2019-03-12 10:09:05"|"2019-03-12 10:09:05"
"150388"|"occupied"|"68"|"2019-03-12 10:10:06"|"2019-03-12 10:10:06"
"150389"|"occupied"|"20"|"2019-03-12 10:12:05"|"2019-03-12 10:12:05"
"150391"|"occupied"|"11"|"2019-03-12 10:17:05"|"2019-03-12 10:17:05"
"150392"|"occupied"|"81"|"2019-03-12 10:35:06"|"2019-03-12 10:35:06"
"150393"|"free"|"83"|"2019-03-12 10:37:06"|"2019-03-12 10:37:06"
"150394"|"occupied"|"64"|"2019-03-12 10:43:05"|"2019-03-12 10:43:05"
"150395"|"occupied"|"84"|"2019-03-12 10:43:06"|"2019-03-12 10:43:06"
"150396"|"free"|"36"|"2019-03-12 10:44:05"|"2019-03-12 10:44:05"
"150397"|"free"|"42"|"2019-03-12 11:03:05"|"2019-03-12 11:03:05"
"150398"|"occupied"|"38"|"2019-03-12 11:07:05"|"2019-03-12 11:07:05"
"150399"|"occupied"|"30"|"2019-03-12 11:14:05"|"2019-03-12 11:14:05"
"150400"|"free"|"73"|"2019-03-12 11:15:07"|"2019-03-12 11:15:07"
"150401"|"occupied"|"5"|"2019-03-12 11:24:07"|"2019-03-12 11:24:07"
"150403"|"occupied"|"36"|"2019-03-12 11:30:06"|"2019-03-12 11:30:06"
"150405"|"free"|"54"|"2019-03-12 11:31:07"|"2019-03-12 11:31:07"
"150406"|"free"|"59"|"2019-03-12 11:34:06"|"2019-03-12 11:34:06"
"150407"|"free"|"3"|"2019-03-12 11:44:04"|"2019-03-12 11:44:04"
"150409"|"free"|"88"|"2019-03-12 11:56:07"|"2019-03-12 11:56:07"
"150411"|"occupied"|"46"|"2019-03-12 11:58:08"|"2019-03-12 11:58:08"
"150412"|"free"|"64"|"2019-03-12 12:15:06"|"2019-03-12 12:15:06"
"150413"|"occupied"|"54"|"2019-03-12 12:33:06"|"2019-03-12 12:33:06"
"150414"|"free"|"27"|"2019-03-12 12:37:07"|"2019-03-12 12:37:07"
"150415"|"free"|"39"|"2019-03-12 12:55:08"|"2019-03-12 12:55:08"
"150417"|"free"|"38"|"2019-03-12 13:19:05"|"2019-03-12 13:19:05"
"150418"|"occupied"|"42"|"2019-03-12 13:23:06"|"2019-03-12 13:23:06"
"150419"|"free"|"43"|"2019-03-12 13:25:08"|"2019-03-12 13:25:08"
"150420"|"free"|"42"|"2019-03-12 13:29:07"|"2019-03-12 13:29:07"
"150421"|"occupied"|"59"|"2019-03-12 13:38:06"|"2019-03-12 13:38:06"
"150422"|"free"|"36"|"2019-03-12 13:45:05"|"2019-03-12 13:45:05"
"150423"|"occupied"|"38"|"2019-03-12 13:46:07"|"2019-03-12 13:46:07"
"150424"|"occupied"|"36"|"2019-03-12 13:59:10"|"2019-03-12 13:59:10"
"150427"|"free"|"30"|"2019-03-12 14:12:08"|"2019-03-12 14:12:08"
"150428"|"occupied"|"39"|"2019-03-12 14:27:06"|"2019-03-12 14:27:06"
"150429"|"free"|"52"|"2019-03-12 14:28:08"|"2019-03-12 14:28:08"
"150430"|"free"|"68"|"2019-03-12 14:38:07"|"2019-03-12 14:38:07"
"150431"|"occupied"|"3"|"2019-03-12 14:40:09"|"2019-03-12 14:40:09"
"150433"|"free"|"56"|"2019-03-12 14:45:09"|"2019-03-12 14:45:09"
"150434"|"free"|"84"|"2019-03-12 14:45:09"|"2019-03-12 14:45:09"
"150435"|"free"|"71"|"2019-03-12 14:49:09"|"2019-03-12 14:49:09"
"150437"|"free"|"36"|"2019-03-12 14:55:10"|"2019-03-12 14:55:10"
"150438"|"free"|"70"|"2019-03-12 14:56:07"|"2019-03-12 14:56:07"
"150440"|"free"|"72"|"2019-03-12 15:00:14"|"2019-03-12 15:00:14"
"150441"|"free"|"32"|"2019-03-12 15:04:06"|"2019-03-12 15:04:06"
"150442"|"occupied"|"83"|"2019-03-12 15:05:04"|"2019-03-12 15:05:04"
"150443"|"free"|"82"|"2019-03-12 15:06:08"|"2019-03-12 15:06:08"
"150444"|"free"|"76"|"2019-03-12 15:07:08"|"2019-03-12 15:07:08"
"150445"|"free"|"3"|"2019-03-12 15:10:06"|"2019-03-12 15:10:06"
"150446"|"occupied"|"43"|"2019-03-12 15:11:09"|"2019-03-12 15:11:09"
"150447"|"free"|"47"|"2019-03-12 15:15:12"|"2019-03-12 15:15:12"
"150448"|"free"|"43"|"2019-03-12 15:18:09"|"2019-03-12 15:18:09"
"150449"|"free"|"17"|"2019-03-12 15:28:05"|"2019-03-12 15:28:05"
"150450"|"free"|"14"|"2019-03-12 15:35:08"|"2019-03-12 15:35:08"
"150451"|"free"|"54"|"2019-03-12 15:40:06"|"2019-03-12 15:40:06"
"150452"|"occupied"|"14"|"2019-03-12 15:46:09"|"2019-03-12 15:46:09"
"150453"|"free"|"87"|"2019-03-12 15:47:09"|"2019-03-12 15:47:09"
"150454"|"occupied"|"74"|"2019-03-12 15:49:07"|"2019-03-12 15:49:07"
"150455"|"occupied"|"73"|"2019-03-12 15:49:07"|"2019-03-12 15:49:07"
"150456"|"free"|"73"|"2019-03-12 15:51:10"|"2019-03-12 15:51:10"
"150457"|"free"|"19"|"2019-03-12 16:01:08"|"2019-03-12 16:01:08"
"150458"|"free"|"78"|"2019-03-12 16:07:06"|"2019-03-12 16:07:06"
"150459"|"free"|"60"|"2019-03-12 16:09:07"|"2019-03-12 16:09:07"
"150460"|"free"|"40"|"2019-03-12 16:17:05"|"2019-03-12 16:17:05"
"150461"|"free"|"61"|"2019-03-12 16:21:09"|"2019-03-12 16:21:09"
"150462"|"free"|"75"|"2019-03-12 16:22:07"|"2019-03-12 16:22:07"
"150463"|"free"|"42"|"2019-03-12 16:25:10"|"2019-03-12 16:25:10"
"150464"|"free"|"86"|"2019-03-12 16:26:10"|"2019-03-12 16:26:10"
"150465"|"free"|"90"|"2019-03-12 16:33:10"|"2019-03-12 16:33:10"
"150466"|"free"|"16"|"2019-03-12 16:38:08"|"2019-03-12 16:38:08"
"150467"|"free"|"59"|"2019-03-12 16:38:09"|"2019-03-12 16:38:09"
"150468"|"free"|"15"|"2019-03-12 16:54:07"|"2019-03-12 16:54:07"
"150469"|"free"|"83"|"2019-03-12 16:57:07"|"2019-03-12 16:57:07"
"150471"|"free"|"4"|"2019-03-12 17:00:11"|"2019-03-12 17:00:11"
"150472"|"free"|"23"|"2019-03-12 17:07:11"|"2019-03-12 17:07:11"
"150473"|"occupied"|"3"|"2019-03-12 17:10:10"|"2019-03-12 17:10:10"
"150474"|"free"|"77"|"2019-03-12 17:10:11"|"2019-03-12 17:10:11"
"150475"|"free"|"80"|"2019-03-12 17:12:09"|"2019-03-12 17:12:09"
"150476"|"free"|"81"|"2019-03-12 17:15:08"|"2019-03-12 17:15:08"
"150478"|"free"|"66"|"2019-03-12 17:22:07"|"2019-03-12 17:22:07"
"150479"|"free"|"53"|"2019-03-12 17:24:07"|"2019-03-12 17:24:07"
"150481"|"free"|"11"|"2019-03-12 17:26:06"|"2019-03-12 17:26:06"
"150482"|"free"|"24"|"2019-03-12 17:27:09"|"2019-03-12 17:27:09"
"150483"|"free"|"22"|"2019-03-12 17:27:09"|"2019-03-12 17:27:09"
"150484"|"free"|"46"|"2019-03-12 17:27:09"|"2019-03-12 17:27:09"
"150485"|"free"|"79"|"2019-03-12 17:37:09"|"2019-03-12 17:37:09"
"150486"|"free"|"29"|"2019-03-12 17:39:03"|"2019-03-12 17:39:03"
"150487"|"free"|"26"|"2019-03-12 17:48:05"|"2019-03-12 17:48:05"
"150488"|"free"|"51"|"2019-03-12 17:49:05"|"2019-03-12 17:49:05"
"150489"|"free"|"63"|"2019-03-12 17:56:06"|"2019-03-12 17:56:06"
"150490"|"free"|"62"|"2019-03-12 17:58:06"|"2019-03-12 17:58:06"
"150491"|"free"|"49"|"2019-03-12 18:04:08"|"2019-03-12 18:04:08"
"150492"|"free"|"39"|"2019-03-12 18:07:06"|"2019-03-12 18:07:06"
"150493"|"free"|"55"|"2019-03-12 18:12:06"|"2019-03-12 18:12:06"
"150494"|"occupied"|"45"|"2019-03-12 18:35:05"|"2019-03-12 18:35:05"
"150495"|"free"|"3"|"2019-03-12 18:49:06"|"2019-03-12 18:49:06"
"150496"|"free"|"20"|"2019-03-12 18:52:05"|"2019-03-12 18:52:05"
"150497"|"free"|"69"|"2019-03-12 18:58:05"|"2019-03-12 18:58:05"
"150498"|"free"|"38"|"2019-03-12 19:12:07"|"2019-03-12 19:12:07"
"150499"|"free"|"45"|"2019-03-12 19:14:05"|"2019-03-12 19:14:05"
"150500"|"free"|"5"|"2019-03-12 21:25:05"|"2019-03-12 21:25:05"
"150501"|"occupied"|"64"|"2019-03-13 05:19:05"|"2019-03-13 05:19:05"
"150502"|"occupied"|"69"|"2019-03-13 06:36:06"|"2019-03-13 06:36:06"
"150503"|"occupied"|"43"|"2019-03-13 06:42:08"|"2019-03-13 06:42:08"
"150504"|"occupied"|"74"|"2019-03-13 06:48:05"|"2019-03-13 06:48:05"
"150505"|"occupied"|"15"|"2019-03-13 06:49:04"|"2019-03-13 06:49:04"
"150506"|"occupied"|"54"|"2019-03-13 06:51:06"|"2019-03-13 06:51:06"
"150507"|"free"|"54"|"2019-03-13 06:52:05"|"2019-03-13 06:52:05"
"150508"|"occupied"|"80"|"2019-03-13 06:53:07"|"2019-03-13 06:53:07"
"150510"|"occupied"|"72"|"2019-03-13 07:06:06"|"2019-03-13 07:06:06"
"150511"|"occupied"|"42"|"2019-03-13 07:10:05"|"2019-03-13 07:10:05"
"150512"|"occupied"|"19"|"2019-03-13 07:14:05"|"2019-03-13 07:14:05"
"150513"|"occupied"|"56"|"2019-03-13 07:14:05"|"2019-03-13 07:14:05"
"150514"|"occupied"|"68"|"2019-03-13 07:15:07"|"2019-03-13 07:15:07"
"150515"|"occupied"|"52"|"2019-03-13 07:16:07"|"2019-03-13 07:16:07"
"150516"|"occupied"|"16"|"2019-03-13 07:17:05"|"2019-03-13 07:17:05"
"150517"|"occupied"|"32"|"2019-03-13 07:19:05"|"2019-03-13 07:19:05"
"150518"|"occupied"|"44"|"2019-03-13 07:20:06"|"2019-03-13 07:20:06"
"150520"|"free"|"42"|"2019-03-13 07:23:05"|"2019-03-13 07:23:05"
"150521"|"occupied"|"41"|"2019-03-13 07:23:05"|"2019-03-13 07:23:05"
"150522"|"occupied"|"17"|"2019-03-13 07:30:05"|"2019-03-13 07:30:05"
"150523"|"occupied"|"47"|"2019-03-13 07:34:05"|"2019-03-13 07:34:05"
"150524"|"occupied"|"53"|"2019-03-13 07:38:05"|"2019-03-13 07:38:05"
"150525"|"free"|"47"|"2019-03-13 07:45:06"|"2019-03-13 07:45:06"
"150526"|"occupied"|"71"|"2019-03-13 07:46:07"|"2019-03-13 07:46:07"
"150527"|"occupied"|"76"|"2019-03-13 07:53:06"|"2019-03-13 07:53:06"
"150528"|"occupied"|"82"|"2019-03-13 07:54:06"|"2019-03-13 07:54:06"
"150529"|"occupied"|"34"|"2019-03-13 07:56:04"|"2019-03-13 07:56:04"
"150530"|"occupied"|"47"|"2019-03-13 07:56:04"|"2019-03-13 07:56:04"
"150531"|"occupied"|"86"|"2019-03-13 07:56:05"|"2019-03-13 07:56:05"
"150532"|"occupied"|"60"|"2019-03-13 08:12:05"|"2019-03-13 08:12:05"
"150533"|"occupied"|"89"|"2019-03-13 08:12:06"|"2019-03-13 08:12:06"
"150534"|"occupied"|"59"|"2019-03-13 08:14:05"|"2019-03-13 08:14:05"
"150535"|"occupied"|"84"|"2019-03-13 08:18:06"|"2019-03-13 08:18:06"
"150536"|"occupied"|"27"|"2019-03-13 08:23:05"|"2019-03-13 08:23:05"
"150537"|"occupied"|"24"|"2019-03-13 08:26:05"|"2019-03-13 08:26:05"
"150538"|"occupied"|"42"|"2019-03-13 08:30:06"|"2019-03-13 08:30:06"
"150539"|"occupied"|"50"|"2019-03-13 08:31:06"|"2019-03-13 08:31:06"
"150540"|"occupied"|"20"|"2019-03-13 08:34:05"|"2019-03-13 08:34:05"
"150541"|"occupied"|"23"|"2019-03-13 08:38:04"|"2019-03-13 08:38:04"
"150542"|"occupied"|"78"|"2019-03-13 08:38:05"|"2019-03-13 08:38:05"
"150543"|"occupied"|"22"|"2019-03-13 08:45:10"|"2019-03-13 08:45:10"
"150544"|"occupied"|"81"|"2019-03-13 08:47:06"|"2019-03-13 08:47:06"
"150545"|"occupied"|"62"|"2019-03-13 08:55:06"|"2019-03-13 08:55:06"
"150546"|"occupied"|"4"|"2019-03-13 08:56:05"|"2019-03-13 08:56:05"
"150547"|"occupied"|"66"|"2019-03-13 08:57:08"|"2019-03-13 08:57:08"
"150548"|"occupied"|"30"|"2019-03-13 09:02:06"|"2019-03-13 09:02:06"
"150549"|"free"|"74"|"2019-03-13 09:02:07"|"2019-03-13 09:02:07"
"150550"|"free"|"43"|"2019-03-13 09:03:09"|"2019-03-13 09:03:09"
"150551"|"occupied"|"43"|"2019-03-13 09:07:10"|"2019-03-13 09:07:10"
"150552"|"occupied"|"38"|"2019-03-13 09:15:05"|"2019-03-13 09:15:04"
"150553"|"occupied"|"29"|"2019-03-13 09:16:07"|"2019-03-13 09:16:07"
"150554"|"occupied"|"75"|"2019-03-13 09:18:07"|"2019-03-13 09:18:07"
"150555"|"occupied"|"26"|"2019-03-13 09:20:08"|"2019-03-13 09:20:08"
"150556"|"occupied"|"5"|"2019-03-13 09:22:05"|"2019-03-13 09:22:05"
"150557"|"occupied"|"44"|"2019-03-13 09:25:05"|"2019-03-13 09:25:05"
"150558"|"occupied"|"91"|"2019-03-13 09:28:06"|"2019-03-13 09:28:06"
"150559"|"occupied"|"46"|"2019-03-13 09:36:06"|"2019-03-13 09:36:06"
"150560"|"occupied"|"40"|"2019-03-13 09:37:04"|"2019-03-13 09:37:04"
"150562"|"occupied"|"55"|"2019-03-13 09:58:06"|"2019-03-13 09:58:06"
"150563"|"occupied"|"39"|"2019-03-13 10:14:05"|"2019-03-13 10:14:05"
"150565"|"occupied"|"74"|"2019-03-13 10:24:06"|"2019-03-13 10:24:06"
"150566"|"occupied"|"36"|"2019-03-13 10:30:06"|"2019-03-13 10:30:06"
"150567"|"occupied"|"83"|"2019-03-13 10:36:05"|"2019-03-13 10:36:05"
"150568"|"free"|"20"|"2019-03-13 10:39:06"|"2019-03-13 10:39:06"
"150569"|"free"|"75"|"2019-03-13 10:55:06"|"2019-03-13 10:55:06"
"150570"|"occupied"|"61"|"2019-03-13 10:56:07"|"2019-03-13 10:56:07"
"150571"|"free"|"71"|"2019-03-13 11:02:06"|"2019-03-13 11:02:06"
"150572"|"free"|"76"|"2019-03-13 11:02:06"|"2019-03-13 11:02:06"
"150573"|"free"|"44"|"2019-03-13 11:15:07"|"2019-03-13 11:15:07"
"150574"|"free"|"38"|"2019-03-13 11:18:04"|"2019-03-13 11:18:04"
"150575"|"occupied"|"9"|"2019-03-13 11:21:04"|"2019-03-13 11:21:04"
"150576"|"free"|"9"|"2019-03-13 11:22:04"|"2019-03-13 11:22:04"
"150577"|"free"|"74"|"2019-03-13 11:28:08"|"2019-03-13 11:28:08"
"150578"|"free"|"46"|"2019-03-13 11:34:05"|"2019-03-13 11:34:05"
"150579"|"free"|"50"|"2019-03-13 11:35:06"|"2019-03-13 11:35:06"
"150580"|"occupied"|"6"|"2019-03-13 11:36:04"|"2019-03-13 11:36:04"
"150581"|"free"|"55"|"2019-03-13 11:47:06"|"2019-03-13 11:47:06"
"150582"|"occupied"|"74"|"2019-03-13 11:52:08"|"2019-03-13 11:52:08"
"150583"|"free"|"67"|"2019-03-13 12:00:06"|"2019-03-13 12:00:06"
"150584"|"occupied"|"30"|"2019-03-13 12:01:06"|"2019-03-13 12:01:06"
"150585"|"free"|"30"|"2019-03-13 12:02:07"|"2019-03-13 12:02:07"
"150586"|"occupied"|"77"|"2019-03-13 12:13:07"|"2019-03-13 12:13:07"
"150587"|"occupied"|"31"|"2019-03-13 12:15:06"|"2019-03-13 12:15:06"
"150588"|"free"|"31"|"2019-03-13 12:16:06"|"2019-03-13 12:16:06"
"150589"|"occupied"|"76"|"2019-03-13 12:21:07"|"2019-03-13 12:21:07"
"150590"|"occupied"|"45"|"2019-03-13 12:30:06"|"2019-03-13 12:30:06"
"150591"|"free"|"41"|"2019-03-13 12:33:06"|"2019-03-13 12:33:06"
"150592"|"free"|"83"|"2019-03-13 12:38:07"|"2019-03-13 12:38:07"
"150593"|"free"|"36"|"2019-03-13 12:39:05"|"2019-03-13 12:39:05"
"150594"|"free"|"6"|"2019-03-13 12:42:05"|"2019-03-13 12:42:05"
"150595"|"free"|"6"|"2019-03-13 12:46:07"|"2019-03-13 12:46:07"
"150596"|"occupied"|"85"|"2019-03-13 12:47:06"|"2019-03-13 12:47:06"
"150597"|"occupied"|"20"|"2019-03-13 12:52:05"|"2019-03-13 12:52:05"
"150598"|"free"|"84"|"2019-03-13 12:57:06"|"2019-03-13 12:57:06"
"150599"|"occupied"|"21"|"2019-03-13 12:59:05"|"2019-03-13 12:59:05"
"150600"|"occupied"|"3"|"2019-03-13 13:15:05"|"2019-03-13 13:15:05"
"150601"|"occupied"|"36"|"2019-03-13 13:15:05"|"2019-03-13 13:15:05"
"150602"|"free"|"64"|"2019-03-13 13:24:06"|"2019-03-13 13:24:06"
"150603"|"occupied"|"50"|"2019-03-13 13:25:06"|"2019-03-13 13:25:06"
"150604"|"free"|"77"|"2019-03-13 13:32:06"|"2019-03-13 13:32:06"
"150605"|"occupied"|"44"|"2019-03-13 13:37:06"|"2019-03-13 13:37:06"
"150606"|"free"|"20"|"2019-03-13 13:37:06"|"2019-03-13 13:37:06"
"150607"|"occupied"|"46"|"2019-03-13 13:38:05"|"2019-03-13 13:38:05"
"150608"|"occupied"|"54"|"2019-03-13 13:41:06"|"2019-03-13 13:41:06"
"150610"|"occupied"|"67"|"2019-03-13 13:46:06"|"2019-03-13 13:46:06"
"150611"|"free"|"40"|"2019-03-13 13:51:06"|"2019-03-13 13:51:06"
"150612"|"free"|"45"|"2019-03-13 14:08:05"|"2019-03-13 14:08:05"
"150614"|"occupied"|"11"|"2019-03-13 14:15:04"|"2019-03-13 14:15:04"
"150616"|"occupied"|"38"|"2019-03-13 14:32:05"|"2019-03-13 14:32:05"
"150617"|"occupied"|"7"|"2019-03-13 14:33:05"|"2019-03-13 14:33:05"
"150618"|"free"|"11"|"2019-03-13 14:33:05"|"2019-03-13 14:33:05"
"150619"|"free"|"7"|"2019-03-13 14:34:05"|"2019-03-13 14:34:05"
"150620"|"free"|"44"|"2019-03-13 14:38:05"|"2019-03-13 14:38:05"
"150621"|"occupied"|"44"|"2019-03-13 14:52:05"|"2019-03-13 14:52:05"
"150622"|"occupied"|"55"|"2019-03-13 14:53:09"|"2019-03-13 14:53:09"
"150623"|"free"|"13"|"2019-03-13 14:56:05"|"2019-03-13 14:56:05"
"150624"|"free"|"60"|"2019-03-13 14:58:06"|"2019-03-13 14:58:06"
"150625"|"free"|"91"|"2019-03-13 14:59:05"|"2019-03-13 14:59:05"
"150626"|"free"|"74"|"2019-03-13 15:03:06"|"2019-03-13 15:03:06"
"150627"|"free"|"44"|"2019-03-13 15:05:05"|"2019-03-13 15:05:05"
"150629"|"free"|"82"|"2019-03-13 15:06:06"|"2019-03-13 15:06:06"
"150630"|"free"|"36"|"2019-03-13 15:08:05"|"2019-03-13 15:08:05"
"150631"|"free"|"32"|"2019-03-13 15:08:06"|"2019-03-13 15:08:06"
"150632"|"free"|"68"|"2019-03-13 15:10:08"|"2019-03-13 15:10:08"
"150633"|"free"|"72"|"2019-03-13 15:11:09"|"2019-03-13 15:11:09"
"150634"|"free"|"59"|"2019-03-13 15:13:09"|"2019-03-13 15:13:09"
"150635"|"free"|"24"|"2019-03-13 15:14:05"|"2019-03-13 15:14:05"
"150636"|"occupied"|"20"|"2019-03-13 15:20:06"|"2019-03-13 15:20:06"
"150637"|"free"|"76"|"2019-03-13 15:21:06"|"2019-03-13 15:21:06"
